"PD"	"SR"
"Maniola jurtina"	325.050732	1
"Manto hypoleuca"	448.785862	2
"Marpesia eleuchea"	325.050862	1
"Matapa aria"	325.050732	1
"Mathania aureomaculata"	325.050922	1
"Maurus vogelii"	443.629461	2
"Mcclungia cymo"	325.050802	1
"Meandrusa lachinus"	325.050763	1
"Mechanitis lysimnia"	325.050802	1
"Mechanitis polymnia"	325.050802	1
"Megathymus streckeri"	325.050132	1
"Megathymus ursus"	325.050132	1
"Megathymus yuccae"	325.050132	1
"Megeuptychia antonoe"	325.050952	1
"Megisba malaya"	559.416123	3
"Megisto cymela"	418.872232	2
"Megisto rubricata"	414.132432	2
"Melampias huebneri"	325.050732	1
"Melanargia galathea"	414.132432	2
"Melanis pixe"	325.050502	1
"Melanitis leda"	418.872232	2
"Melanocyma faunula"	325.050282	1
"Melanolycaena altimontana"	448.784851	2
"Melete lycimnia"	325.05083	1
"Melinaea menophilus"	325.050802	1
"Melitaea cinxia"	484.724752	3
"Melphinyet flavina"	325.050651	1
"Melphinyet tarace"	325.050651	1
"Memphis pithyusa"	325.050651	1
"Mesene croceella"	325.050502	1
"Mesene phareus"	443.629754	2
"Mesodina halyzia"	325.050232	1
"Mesosemia grandis"	325.050502	1
"Mesoxantha ethosea"	448.785193	2
"Mestra dorcas"	325.050651	1
"Metacharis umbrata"	325.050922	1
"Metamorpha elissa"	325.049922	1
"Methona themisto"	650.877874	4
"Metisella metis"	325.050732	1
"Meza meza"	325.050732	1
"Michaelus ira"	325.050922	1
"Microceris variicolor"	325.050502	1
"Microtia elva"	325.049922	1
"Miletus symethus"	0	0
"Mimathyma chevana"	325.050862	1
"Mimeresia libentina"	0	0
"Mimoides xynias"	325.049924	1
"Mimoniades ocyalus"	325.050685	1
"Ministrymon leda"	325.050502	1
"Minois dryas"	418.872232	2
"Mnasilus allubita"	325.050732	1
"Moduza procris"	325.050502	1
"Moeros moeros"	325.050282	1
"Monza punctata"	325.050732	1
"Morpho helenor"	860.515947	6
"Morphopsis albertisi"	543.032332	3
"Morvina morvus"	325.050657	1
"Morys compta"	325.050732	1
"Mota massyla"	325.050502	1
"Motasingha trimaculata"	431.784672	2
"Mycalesis francisca"	325.050732	1
"Mycalesis tagala"	325.050732	1
"Mygona irmina"	325.050732	1
"Mylothris chloris"	406.52363	2
"Myrina silenus"	325.050862	1
"Myscelia cyaniris"	325.050651	1
"Myscelia orsis"	325.050651	1
"Myscelus amystis"	404.199254	2
"Myscelus belti"	325.050854	1
"Myscelus epimachia"	325.050854	1
"Myscelus nobilis"	325.05007	1
"Mysoria barcastus"	325.050658	1
"Nabokovia faga"	325.050502	1
"Nacaduba kurava"	794.112156	6
"Napaea eucharila"	325.051232	1
"Napeocles jucunda"	325.049922	1
"Narcosius colossus"	460.962702	2
"Nascus phocus"	404.199254	2
"Nastra julia"	325.050732	1
"Nathalis iole"	763.251472	5
"Neita neita"	325.050732	1
"Nelia nemyroides"	325.050732	1
"Neocoenyra duplex"	325.050732	1
"Neohesperilla croceus"	325.050732	1
"Neohesperilla xanthomera"	325.050732	1
"Neolucia agricola"	325.050502	1
"Neolysandra diana"	325.050502	1
"Neominois ridingsii"	325.050732	1
"Neomyrina nivea"	579.542278	3
"Neonympha areolatus"	418.872232	2
"Neophasia menapia"	325.0504	1
"Neopithecops zalmora"	448.784456	2
"Neorina crishna"	325.050282	1
"Neoxeniades braesia"	325.050952	1
"Neozephyrus japonica"	325.050508	1
"Neozephyrus orientalis"	325.050512	1
"Neptidopsis ophione"	325.050651	1
"Neptis sappho"	720.995385	5
"Neruda aoede"	325.050658	1
"Nesolycaena albosericea"	325.049924	1
"Nesoxenica leprea"	325.050752	1
"Nessaea aglaura"	325.050651	1
"Netrobalane canopus"	325.050645	1
"Netrocoryne repanda"	1333.492996	8
"Neurellipes lusones"	325.050651	1
"Nica flavilla"	325.050844	1
"Ninguta schrenkii"	418.872232	2
"Niphanda fusca"	0	0
"Noctuana haematospila"	325.050892	1
"Nosea hainanensis"	325.050752	1
"Notheme erota"	325.050732	1
"Nothodanis schaeffera"	325.050771	1
"Notocrypta curvifascia"	429.443172	3
"Notocrypta feisthamelii"	477.131932	4
"Nyctelius nyctelius"	325.050732	1
"Nymphalis antiopa"	969.978004	8
"Nymphalis xanthomelas"	737.547211	5
"Nymphidium caricae"	325.050502	1
"Nymphidium onaeum"	440.836557	2
"Oarisma garita"	325.050732	1
"Oboronia punctatus"	371.182672	2
"Ocaria ocrisia"	744.530344	5
"Ochlodes sylvanoides"	325.050732	1
"Ocybadistes flavovittata"	325.050732	1
"Ocybadistes walkeri"	533.472942	3
"Odina hieroglyphica"	325.050802	1
"Odontoptilum angulata"	429.309384	2
"Oeneis norna"	418.872232	2
"Oenomaus ortygnus"	325.05054	1
"Oerane microthyrus"	325.050282	1
"Ogyris amaryllis"	325.050922	1
"Oileides azines"	325.050502	1
"Oleria aquata"	325.050802	1
"Oligoria maculata"	325.050732	1
"Olyras crathis"	325.050802	1
"Onophas columbaria"	325.050282	1
"Opoptera aorsa"	325.050732	1
"Opsiphanes tamarindi"	476.221552	4
"Orachrysops niobe"	325.050502	1
"Oraidium barberae"	448.785662	2
"Oreisplanus munionga"	325.050752	1
"Oreixenica lathoniella"	325.050732	1
"Oressinoma typhla"	325.050752	1
"Oriens gola"	325.050732	1
"Orinoma damaris"	325.050752	1
"Orphe gerasa"	325.050282	1
"Orses cynisca"	325.050282	1
"Orsotriaena medus"	418.872232	2
"Ortilia liriope"	527.828822	4
"Osmodes laronia"	325.050952	1
"Oxynetra stangelandi"	325.050892	1
"Oxynthes corusca"	325.050732	1
"Pachliopta aristolochiae"	325.05077	1
"Pachliopta kotzebuea"	325.05077	1
"Pachythone gigas"	443.62983	2
"Pachythone xanthe"	0	0
"Pagyris cymothoe"	325.050802	1
"Palaeonympha opalina"	325.050732	1
"Palla ussheri"	567.363839	3
"Panacea procilla"	325.050651	1
"Pandita sinope"	410.964302	2
"Panoquina lucas"	325.050732	1
"Panoquina ocola"	325.050732	1
"Panoquina panoquin"	418.872232	2
"Panthiades hebraeus"	437.752392	2
"Pantoporia hordonia"	325.050502	1
"Panyapedaliodes drymaea"	325.050732	1
"Papias subcostulata"	325.050752	1
"Papilio alexanor"	325.050162	1
"Papilio ambrax"	448.784474	2
"Papilio clytia"	325.050763	1
"Papilio deiphobus"	325.049924	1
"Papilio elwesi"	588.664227	3
"Papilio gigon"	325.049924	1
"Papilio joanae"	325.050162	1
"Papilio machaon"	602.702634	4
"Papilio memnon"	460.962464	2
"Papilio phestus"	325.049924	1
"Papilio polytes"	325.049924	1
"Papilio polyxenes"	448.784134	2
"Papilio protenor"	325.049924	1
"Papilio slateri"	325.050763	1
"Papilio xuthus"	460.962694	2
"Papilio zelicaon"	448.784134	2
"Paracarystus hypargyra"	325.050752	1
"Parachoranthus magdalia"	325.050732	1
"Paralethe dendrophilus"	325.050732	1
"Paralucia pyrodiscus"	325.050232	1
"Paramacera xicaque"	325.050732	1
"Paramimus scurra"	460.963185	2
"Parantica aglea"	325.050552	1
"Parantica sita"	325.050552	1
"Pararge aegeria"	325.050732	1
"Parasarpa daraxa"	325.050658	1
"Paratisiphone lyrnessa"	325.050752	1
"Paratrytone snowi"	325.050732	1
"Pardaleodes edipus"	325.050732	1
"Pardaleodes incerta"	325.050732	1
"Pardopsis punctatissima"	419.412698	2
"Parelbella ahira"	460.962885	2
"Parelbella macleannani"	325.050685	1
"Pareronia valeria"	325.050465	1
"Pareuptychia hesionides"	325.050732	1
"Pareuptychia ocirrhoe"	418.872232	2
"Parides agavus"	325.05077	1
"Parides eurimedes"	325.05077	1
"Parides photinus"	325.05077	1
"Parnara apostata"	325.050732	1
"Parnara guttatus"	418.872232	2
"Parnassius apollo"	325.051262	1
"Parnassius imperator"	325.050692	1
"Parnassius smintheus"	325.051262	1
"Parosmodes morantii"	540.26846	3
"Parrhasius polibetes"	543.444277	3
"Parthenos sylvina"	572.517768	3
"Paryphthimoides eous"	325.050732	1
"Paryphthimoides poltys"	325.050732	1
"Pasma tasmanicus"	325.050732	1
"Passova gellias"	325.050854	1
"Passova passova"	325.050854	1
"Patricia dercyllidas"	325.050802	1
"Patsuia sinensium"	325.050658	1
"Pellicia arina"	325.050667	1
"Pellicia dimidiata"	325.050802	1
"Pelopidas mathias"	418.872232	2
"Penthema adelma"	325.050732	1
"Pentila pauli"	0	0
"Pentila tropicalis"	0	0
"Perichares lotus"	325.050732	1
"Periplacis pretus"	325.050292	1
"Perisama bomplandii"	325.050844	1
"Perophthalma lasus"	325.050502	1
"Perrhybris pamela"	384.526165	2
"Petrelaea dana"	325.050105	1
"Phaedyma columella"	672.11746	4
"Phaeostrymon alcestis"	325.050844	1
"Phalanta eurytis"	437.071658	2
"Phalanta phalantha"	852.687528	6
"Phanus vitreus"	325.050502	1
"Phareas coeleste"	325.050502	1
"Pharmacophagus antenor"	460.962875	2
"Pharneuptychia phares"	325.050732	1
"Phasis pringlei"	442.043105	2
"Phengaris atroguttata"	448.784105	2
"Phengaris nausithous"	448.785492	2
"Philaethria dido"	325.050658	1
"Philotes sonorensis"	325.051262	1
"Philotiella leona"	325.050152	1
"Phlyaria cyara"	325.050502	1
"Phocides pigmalion"	325.050675	1
"Phocides polybius"	325.050685	1
"Phoebis agarithe"	325.050502	1
"Phoebis argante"	325.050502	1
"Phoebis sennae"	325.050502	1
"Pholisora catullus"	325.050352	1
"Pholisora mejicanus"	325.050352	1
"Phyciodes cocyta"	325.050272	1
"Phyciodes tharos"	325.050272	1
"Physcaeneura panda"	325.050732	1
"Phystis simois"	325.049922	1
"Pieriballia viardi"	384.526165	2
"Pieris brassicae"	548.628965	5
"Pieris napi"	466.127195	3
"Pieris rapae"	548.628965	5
"Pierphulia rosea"	325.050395	1
"Pinacopteryx eriphia"	325.050465	1
"Pirdana hyela"	325.050132	1
"Piruna aea"	325.050732	1
"Piruna pirus"	325.050732	1
"Pithecops corvus"	567.363384	3
"Placidina euryanassa"	325.050802	1
"Plastingia naga"	325.050282	1
"Platylesches picanini"	325.050657	1
"Plautella cossaea"	440.836521	2
"Plebejidea loewii"	325.050502	1
"Plebejus anna"	325.050502	1
"Plebejus argus"	1454.460057	12
"Plebejus idas"	448.785092	2
"Plebejus melissa"	325.050502	1
"Plebulina emigdionis"	448.784902	2
"Ploetzia amygdalis"	325.050282	1
"Poanes zabulon"	325.050732	1
"Poladryas arachne"	325.050532	1
"Polites vibex"	325.050732	1
"Polycaena tamerlana"	325.050484	1
"Polyctor polyctor"	325.050802	1
"Polygonia c-album"	1023.871454	8
"Polygonia c-aureum"	731.845513	5
"Polygonus leo"	325.050502	1
"Polygonus savigny"	325.050502	1
"Polyommatus icarus"	325.050502	1
"Polythrix asine"	325.050502	1
"Polythrix octomaculata"	325.050502	1
"Polytremis lubricans"	325.050732	1
"Polyura eudamippus"	523.245732	3
"Pompeius verna"	325.050732	1
"Pontia beckerii"	407.552165	3
"Pontia daplidice"	384.526095	2
"Poritia hewitsoni"	441.428685	2
"Posttaygetis penelea"	325.050732	1
"Potanthus omaha"	460.808534	2
"Praepedaliodes phanias"	325.050732	1
"Praephilotes anthracias"	448.784702	2
"Praetaxila segecia"	325.050484	1
"Pratapa deva"	446.435952	2
"Prepona claudina"	427.658378	2
"Prepona dexamenus"	325.050657	1
"Prepona laertes"	559.415779	3
"Prioneris thestylis"	325.050465	1
"Problema byssus"	325.050732	1
"Proeidosa polysema"	325.050732	1
"Prolibythea carinenta"	448.785352	2
"Prosotas nora"	1031.132259	7
"Protantigius superans"	564.571144	3
"Proteides mercurius"	325.050502	1
"Proterebia phegea"	325.050732	1
"Protesilaus protesilaus"	569.343092	3
"Prothoe franckii"	325.05054	1
"Protogoniomorpha anacardii"	325.049922	1
"Protogoniomorpha parhassus"	325.049922	1
"Protonymphidia senta"	325.050502	1
"Pseudacraea rubrobasalis"	325.050494	1
"Pseudaletis agrippina"	0	0
"Pseudalmenus chlorinda"	325.050502	1
"Pseudargynnis hegemone"	325.050735	1
"Pseudergolis avesta"	325.050262	1
"Pseudochrysops bornoi"	325.050502	1
"Pseudocoladenia dan"	448.784902	2
"Pseudocopaeodes eunus"	325.050732	1
"Pseudodipsas eone"	631.815428	4
"Pseudolucia chilensis"	325.050802	1
"Pseudolucia parana"	325.050802	1
"Pseudolycaena marsyas"	1587.577716	13
"Pseudonacaduba aethiops"	325.050502	1
"Pseudonascus paulliniae"	325.050854	1
"Pseudoneptis bugandensis"	325.050862	1
"Pseudonympha trimenii"	325.050732	1
"Pseudopieris nehemia"	325.050502	1
"Pseudopontia paradoxa"	446.43523	2
"Pseudopontia zambezi"	325.05083	1
"Pseudoscada timna"	325.050802	1
"Pseudozizeeria maha"	681.382211	4
"Psolos fuligo"	423.260052	2
"Psychonotis caelius"	325.050852	1
"Ptelina carnuta"	0	0
"Pteronymia aletta"	325.050802	1
"Pteroteinon laufella"	460.808805	2
"Pterourus glaucus"	1396.609939	11
"Pterourus troilus"	707.243527	4
"Ptychandra lorquinii"	325.050732	1
"Pycina zamba"	325.050262	1
"Pyrgus albescens"	325.050645	1
"Pyrgus carthami"	567.364265	3
"Pyrgus malvae"	325.050892	1
"Pyrgus scriptura"	325.050645	1
"Pyrisitia lisa"	325.050502	1
"Pyrisitia proterpia"	325.050502	1
"Pyronia tithonus"	418.872232	2
"Pyrrhiades lucagus"	325.050687	1
"Pyrrhocalles antiqua"	325.050282	1
"Pyrrhochalcia iphis"	1039.54435	7
"Pyrrhogyra neaerea"	325.050844	1
"Pyrrhogyra otolais"	325.050844	1
"Pyrrhopyge crida"	325.050687	1
"Pyrrhopyge phidias"	560.00786	3
"Pyrrhopygopsis socrates"	325.050282	1
"Pythonides jovianus"	325.0506	1
"Quadrus cerialis"	457.44506	2
"Quedara monteithi"	325.050282	1
"Quinta cannae"	363.289652	2
"Rachana jalindra"	325.050922	1
"Ragadia luzonia"	0	0
"Ragadia makuta"	0	0
"Rapala varuna"	1060.775864	8
"Rathinda amor"	1791.324281	15
"Ravenna niveus"	325.050512	1
"Rekoa meton"	325.050272	1
"Reliquia santamarta"	325.050395	1
"Remelana jangala"	1279.594475	10
"Rhabdodryas trite"	443.629754	2
"Rhetus dysonii"	325.050502	1
"Rhinopalpa polynice"	325.050262	1
"Rhinthon cubana"	363.289652	2
"Rimisia miris"	325.050502	1
"Rohana parisatis"	325.050872	1
"Sabera caesina"	325.050282	1
"Sahulana scintillata"	443.629754	2
"Saigusaozephyrus atabyrius"	325.050512	1
"Sais rosalia"	325.050802	1
"Salanoemia sala"	325.050282	1
"Sarangesa dasahara"	568.658872	3
"Saribia perroti"	325.050132	1
"Sarmientoia eriopis"	325.050687	1
"Sarota myrtea"	808.030247	5
"Sasakia charonda"	325.050872	1
"Satarupa gopala"	325.049924	1
"Satarupa nymphalis"	325.049924	1
"Satyrium eximia"	436.199172	2
"Satyrium pruni"	424.012652	2
"Satyrium tengstroemi"	325.050502	1
"Satyrotaygetis satyrina"	431.785122	2
"Satyrus ferula"	325.050732	1
"Scolitantides orion"	325.051262	1
"Scolitantides vicrama"	325.050552	1
"Selenophanes cassiope"	325.050282	1
"Semalea pulvina"	325.050972	1
"Semanga superba"	1019.84527	7
"Sephisa chandra"	325.050512	1
"Sericinus montela"	325.05077	1
"Seseria dohertyi"	325.050763	1
"Sevenia amulia"	325.050651	1
"Shaanxiana takashimai"	325.050562	1
"Shijimiaeoides divina"	325.050502	1
"Shirozua jonasi"	2557.42069	20
"Shizuyaozephyrus kyokoae"	325.050512	1
"Sibataniozephyrus fujisanus"	325.050512	1
"Siderone galanthis"	325.050658	1
"Signeta flammeata"	325.050732	1
"Simiskina phalia"	325.050645	1
"Siproeta epaphus"	372.321322	2
"Sithon nedymond"	460.809285	2
"Sloperia proto"	325.050552	1
"Smyrna blomfildia"	325.050262	1
"Sophista latifasciata"	460.963498	2
"Spalgis epeus"	0	0
"Spalgis lemolea"	0	0
"Spathilepia clonius"	325.050502	1
"Spialia colotes"	325.050645	1
"Spialia orbifer"	325.050892	1
"Spioniades artemides"	325.050502	1
"Splendeuptychia doxes"	325.050732	1
"Splendeuptychia libitina"	325.050732	1
"Stallingsia maculosus"	325.050132	1
"Staphylus ceos"	325.050352	1
"Staphylus hayhurstii"	325.050352	1
"Steroma bega"	325.050732	1
"Stibochiona coresia"	325.050262	1
"Stichelia bocchoris"	325.050735	1
"Stichophthalma howqua"	431.784452	2
"Stinga morrisoni"	325.050732	1
"Strymon melinus"	1443.783221	13
"Stugeta bowkeri"	503.09823	3
"Stygionympha vigilans"	405.852132	2
"Suada swerga"	325.050732	1
"Suastus gremius"	325.050282	1
"Suniana sunias"	325.050732	1
"Surendra quercetorum"	325.050502	1
"Symbrenthia hippoclus"	325.050262	1
"Symmachia rubina"	680.066015	4
"Symphaedra nais"	738.414537	5
"Synale cynaxa"	325.050282	1
"Synapte silius"	325.050282	1
"Synargis calyce"	559.415574	3
"Systasea zampa"	325.050645	1
"Tagiades flesus"	644.215374	4
"Tagiades gana"	325.050632	1
"Tagiades japetus"	460.809312	2
"Tagiades litigiosa"	580.581495	3
"Tajuria cippus"	325.050922	1
"Talbotia naganum"	510.910244	3
"Talicada nyseus"	325.051262	1
"Talides sinois"	325.050962	1
"Tanaecia lepidea"	543.143467	3
"Tapena thwaitesi"	325.050502	1
"Taractrocera luzonensis"	325.050732	1
"Taractrocera maevius"	325.050732	1
"Taraka hamada"	0	0
"Tarsoctenus corytus"	325.050522	1
"Tartesa astarte"	325.050502	1
"Tarucus theophrastus"	325.050852	1
"Tatochila autodice"	720.074355	5
"Taxila haquinus"	325.050484	1
"Taygetina kerea"	325.050732	1
"Taygetis virgilia"	325.050732	1
"Taygetis ypthima"	325.050732	1
"Tegosa claudina"	480.665476	3
"Teinopalpus imperialis"	596.721405	3
"Telemiades amphion"	448.785072	2
"Telicota augias"	399.739132	2
"Tellervo assarica"	325.050552	1
"Tellervo zoilus"	528.691122	3
"Temenis laothoe"	443.629774	2
"Teniorhinus harona"	325.050502	1
"Teniorhinus watsoni"	325.050502	1
"Teracolus subfasciatus"	325.050465	1
"Teratoneura isabellae"	0	0
"Teratozephyrus arisanus"	325.050512	1
"Terenthina terentia"	325.050212	1
"Terinos clarissa"	543.147668	3
"Terinos terpander"	325.050667	1
"Teriocolias zelia"	325.050502	1
"Teriomima subpunctata"	0	0
"Texola elada"	431.791422	2
"Thaduka multicaudata"	325.050651	1
"Thaleropis ionia"	440.836898	2
"Thamala marciana"	325.049505	1
"Thauria aliris"	325.050282	1
"Theagenes dichrous"	325.050552	1
"Thecla betulae"	436.199208	2
"Theclinesthes miskini"	656.647034	4
"Theclopsis lydus"	325.050502	1
"Theope publius"	697.689165	4
"Theope terambus"	325.050922	1
"Theope virgilius"	1988.550972	16
"Thereus orasus"	446.435552	2
"Theritas mavors"	448.785585	2
"Theritas triquetra"	683.150874	4
"Thespieus macareus"	325.050802	1
"Thestor protumnus"	0	0
"Thisbe irenea"	325.050651	1
"Thisbe lycorias"	325.050502	1
"Thoressa varia"	325.050732	1
"Thorybes bathyllus"	325.050502	1
"Thorybes confusis"	325.050502	1
"Thracides phidon"	383.311462	2
"Thymelicus lineola"	418.872232	2
"Thymelicus sylvestris"	325.050732	1
"Thyridia psidii"	325.050802	1
"Tigridia acesta"	443.629315	2
"Timelaea albescens"	325.050872	1
"Tirumala limniace"	448.785102	2
"Tisiphone abeona"	325.050752	1
"Tithorea tarricina"	325.050552	1
"Tmolus echion"	1345.737729	12
"Tomares ballus"	325.050502	1
"Tongeia filicaudis"	325.051262	1
"Tongeia fischeri"	325.051262	1
"Torynesis mintha"	418.872232	2
"Toxidia parvulus"	325.050732	1
"Toxidia peron"	601.023242	4
"Trapezites petalia"	325.050132	1
"Trapezites symmomus"	325.050132	1
"Triclema nigeriae"	325.050502	1
"Triclema rufoplagata"	325.050562	1
"Trimenia argyroplaga"	0	0
"Triskelionia tricerata"	325.050502	1
"Trogonoptera brookiana"	325.05077	1
"Troides rhadamantus"	325.05077	1
"Troides richmondia"	325.05077	1
"Tsitana tsita"	325.050732	1
"Turanana endymion"	444.924672	2
"Tuxentius melaena"	437.752352	2
"Udara albocaeruleus"	1295.940972	10
"Udara dilectus"	325.050512	1
"Udaspes folus"	508.498162	3
"Udranomia kikkawai"	325.050651	1
"Udranomia orcinus"	325.050395	1
"Unkana ambasa"	460.809112	2
"Urbanus dorantes"	325.050502	1
"Urbanus doryssus"	325.050502	1
"Urbanus esmeraldus"	448.784822	2
"Urbanus procne"	325.050732	1
"Urbanus proteus"	460.809112	2
"Vagrans egista"	448.784868	2
"Vanessa atalanta"	398.519362	2
"Vanessa indica"	664.781415	5
"Vanessa tameamea"	325.050262	1
"Vanessula milca"	325.049922	1
"Vansomerenia rogersi"	325.050502	1
"Veladyris pardalis"	325.050802	1
"Venada nevada"	325.050763	1
"Vertica verticalis"	325.050282	1
"Vettius lafrenaye"	325.050732	1
"Vindula arsinoe"	325.050658	1
"Wagimo signata"	325.050512	1
"Wallengrenia otho"	325.050732	1
"Wallengrenia premnas"	325.050732	1
"Xanthodisca vibius"	325.050972	1
"Xanthotaenia busiris"	325.050972	1
"Xeniades orchamus"	431.785122	2
"Xenophanes tryxus"	325.050645	1
"Xois sesara"	325.050732	1
"Yamamotozephyrus kwangtungensis"	325.050512	1
"Yanguna cosyra"	325.050687	1
"Yoma sabina"	460.808532	2
"Ypthima argus"	418.872232	2
"Ypthimomorpha itonia"	325.050732	1
"Yramea cytheris"	325.050678	1
"Zaretis callidryas"	325.050658	1
"Zaretis isidora"	440.836878	2
"Zegris eupheme"	406.651495	2
"Zela zeus"	325.050282	1
"Zemeros flegyas"	325.050484	1
"Zenonia zeno"	325.050732	1
"Zerene cesonia"	325.050502	1
"Zerynthia cerisyi"	325.05077	1
"Zerynthia polyxena"	325.05077	1
"Zesius chrysomallus"	1136.183904	8
"Zestusa dorus"	325.050512	1
"Zethera pimplea"	325.050732	1
"Ziegleria hesperitis"	460.809755	2
"Zinaspa youngi"	325.050502	1
"Zintha hintza"	460.963615	2
"Zizeeria karsandra"	760.498222	5
"Zizeeria knysna"	1070.666621	8
"Zizina otis"	325.050502	1
"Zizula hylax"	711.938111	6
"Zographetus ogygia"	460.809112	2
"Zophopetes cerymica"	325.050282	1
"Zophopetes dysmephila"	325.050282	1
